DateID,Date,Month,Quarter,Year
1983,2023-10-23 23:14:03.729749,October,4,2023
1984,2023-06-25 23:14:03.729749,June,2,2023
1985,2022-10-20 23:14:03.729749,October,4,2022
1986,2023-03-04 23:14:03.729749,March,1,2023
1987,2023-05-30 23:14:03.729749,May,2,2023
1988,2023-06-16 23:14:03.729749,June,2,2023
1989,2023-06-29 23:14:03.729749,June,2,2023
1990,2024-03-24 23:14:03.729749,March,1,2024
1991,2023-05-16 23:14:03.729749,May,2,2023
1992,2024-07-20 23:14:03.729749,July,3,2024
1993,2024-04-12 23:14:03.729749,April,2,2024
1994,2023-04-24 23:14:03.729749,April,2,2023
1995,2023-02-06 23:14:03.729749,February,1,2023
1996,2024-09-09 23:14:03.729749,September,3,2024
1997,2024-08-21 23:14:03.729749,August,3,2024
1998,2023-10-31 23:14:03.729749,October,4,2023
1999,2024-03-13 23:14:03.729749,March,1,2024
2000,2024-02-24 23:14:03.729749,February,1,2024
2001,2024-01-03 23:14:03.729749,January,1,2024
2002,2022-12-29 23:14:03.729749,December,4,2022
2003,2023-10-09 23:14:03.729749,October,4,2023
2004,2023-06-18 23:14:03.729749,June,2,2023
2005,2024-06-10 23:14:03.729749,June,2,2024
2006,2024-01-03 23:14:03.729749,January,1,2024
2007,2023-02-02 23:14:03.729749,February,1,2023
2008,2024-03-02 23:14:03.729749,March,1,2024
2009,2024-06-23 23:14:03.729749,June,2,2024
2010,2024-05-06 23:14:03.729749,May,2,2024
2011,2023-10-06 23:14:03.729749,October,4,2023
2012,2023-02-08 23:14:03.729749,February,1,2023
2013,2023-01-28 23:14:03.729749,January,1,2023
2014,2024-07-03 23:14:03.729749,July,3,2024
2015,2024-08-17 23:14:03.729749,August,3,2024
2016,2023-05-22 23:14:03.729749,May,2,2023
2017,2022-11-23 23:14:03.729749,November,4,2022
2018,2024-08-09 23:14:03.729749,August,3,2024
2019,2024-08-08 23:14:03.729749,August,3,2024
2020,2022-12-24 23:14:03.729749,December,4,2022
2021,2023-08-28 23:14:03.729749,August,3,2023
2022,2023-12-27 23:14:03.729749,December,4,2023
2023,2023-04-13 23:14:03.729749,April,2,2023
2024,2024-02-28 23:14:03.729749,February,1,2024
2025,2024-03-10 23:14:03.729749,March,1,2024
2026,2023-06-26 23:14:03.729749,June,2,2023
2027,2023-10-25 23:14:03.729749,October,4,2023
2028,2023-03-04 23:14:03.729749,March,1,2023
2029,2023-09-28 23:14:03.729749,September,3,2023
2030,2023-03-23 23:14:03.729749,March,1,2023
2031,2024-09-24 23:14:03.729749,September,3,2024
2032,2024-01-18 23:14:03.729749,January,1,2024
2033,2023-03-23 23:14:03.729749,March,1,2023
2034,2022-12-08 23:14:03.729749,December,4,2022
2035,2024-05-27 23:14:03.729749,May,2,2024
2036,2024-09-19 23:14:03.729749,September,3,2024
2037,2022-11-20 23:14:03.729749,November,4,2022
2038,2024-05-30 23:14:03.729749,May,2,2024
2039,2023-06-30 23:14:03.729749,June,2,2023
2040,2024-02-01 23:14:03.729749,February,1,2024
2041,2024-08-22 23:14:03.729749,August,3,2024
2042,2023-01-20 23:14:03.729749,January,1,2023
2043,2024-08-12 23:14:03.729749,August,3,2024
2044,2023-11-19 23:14:03.729749,November,4,2023
2045,2024-01-21 23:14:03.729749,January,1,2024
2046,2023-12-21 23:14:03.729749,December,4,2023
2047,2023-08-05 23:14:03.729749,August,3,2023
2048,2023-12-16 23:14:03.729749,December,4,2023
2049,2023-04-18 23:14:03.729749,April,2,2023
2050,2023-03-19 23:14:03.729749,March,1,2023
2051,2024-01-03 23:14:03.729749,January,1,2024
2052,2024-07-17 23:14:03.729749,July,3,2024
2053,2023-12-30 23:14:03.729749,December,4,2023
2054,2024-05-08 23:14:03.729749,May,2,2024
2055,2024-07-10 23:14:03.729749,July,3,2024
2056,2024-06-08 23:14:03.729749,June,2,2024
2057,2024-05-23 23:14:03.729749,May,2,2024
2058,2024-04-07 23:14:03.729749,April,2,2024
2059,2022-10-15 23:14:03.729749,October,4,2022
2060,2023-10-16 23:14:03.729749,October,4,2023
2061,2024-06-23 23:14:03.729749,June,2,2024
2062,2024-03-05 23:14:03.729749,March,1,2024
2063,2024-03-12 23:14:03.729749,March,1,2024
2064,2024-08-21 23:14:03.729749,August,3,2024
2065,2023-01-22 23:14:03.729749,January,1,2023
2066,2023-03-20 23:14:03.729749,March,1,2023
2067,2023-10-17 23:14:03.729749,October,4,2023
2068,2022-10-26 23:14:03.729749,October,4,2022
2069,2023-01-31 23:14:03.729749,January,1,2023
2070,2023-01-18 23:14:03.729749,January,1,2023
2071,2023-11-01 23:14:03.729749,November,4,2023
2072,2024-01-15 23:14:03.729749,January,1,2024
2073,2023-01-22 23:14:03.729749,January,1,2023
2074,2024-04-12 23:14:03.729749,April,2,2024
2075,2023-06-11 23:14:03.729749,June,2,2023
2076,2023-10-15 23:14:03.729749,October,4,2023
2077,2023-04-18 23:14:03.729749,April,2,2023
2078,2024-09-16 23:14:03.729749,September,3,2024
2079,2024-06-25 23:14:03.729749,June,2,2024
2080,2024-07-11 23:14:03.729749,July,3,2024
2081,2024-02-26 23:14:03.729749,February,1,2024
2082,2024-04-13 23:14:03.729749,April,2,2024
2083,2024-05-06 23:14:03.729749,May,2,2024
2084,2024-02-09 23:14:03.729749,February,1,2024
2085,2023-07-09 23:14:03.729749,July,3,2023
2086,2024-07-20 23:14:03.729749,July,3,2024
2087,2024-05-28 23:14:03.729749,May,2,2024
2088,2024-03-12 23:14:03.729749,March,1,2024
2089,2023-05-23 23:14:03.729749,May,2,2023
2090,2024-07-29 23:14:03.729749,July,3,2024
2091,2024-02-10 23:14:03.729749,February,1,2024
2092,2024-03-11 23:14:03.729749,March,1,2024
2093,2023-04-01 23:14:03.729749,April,2,2023
2094,2022-12-16 23:14:03.729749,December,4,2022
2095,2023-10-22 23:14:03.729749,October,4,2023
2096,2024-01-21 23:14:03.729749,January,1,2024
2097,2023-11-22 23:14:03.729749,November,4,2023
2098,2024-03-07 23:14:03.729749,March,1,2024
2099,2023-07-08 23:14:03.729749,July,3,2023
2100,2022-10-28 23:14:03.729749,October,4,2022
2101,2023-11-09 23:14:03.729749,November,4,2023
2102,2023-09-15 23:14:03.729749,September,3,2023
2103,2023-08-19 23:14:03.729749,August,3,2023
2104,2023-04-12 23:14:03.729749,April,2,2023
2105,2024-09-28 23:14:03.729749,September,3,2024
2106,2024-07-06 23:14:03.729749,July,3,2024
2107,2024-03-27 23:14:03.729749,March,1,2024
2108,2024-06-19 23:14:03.729749,June,2,2024
2109,2022-11-08 23:14:03.729749,November,4,2022
2110,2023-03-11 23:14:03.729749,March,1,2023
2111,2023-10-19 23:14:03.729749,October,4,2023
2112,2023-06-25 23:14:03.729749,June,2,2023
2113,2024-09-02 23:14:03.729749,September,3,2024
2114,2024-06-25 23:14:03.729749,June,2,2024
2115,2023-04-30 23:14:03.729749,April,2,2023
2116,2024-06-06 23:14:03.729749,June,2,2024
2117,2023-01-01 23:14:03.729749,January,1,2023
2118,2022-12-25 23:14:03.729749,December,4,2022
2119,2023-08-19 23:14:03.729749,August,3,2023
2120,2022-10-25 23:14:03.729749,October,4,2022
2121,2022-10-29 23:14:03.729749,October,4,2022
2122,2024-08-31 23:14:03.729749,August,3,2024
2123,2024-04-28 23:14:03.729749,April,2,2024
2124,2024-09-09 23:14:03.729749,September,3,2024
2125,2024-03-19 23:14:03.729749,March,1,2024
2126,2023-05-14 23:14:03.729749,May,2,2023
2127,2023-09-02 23:14:03.729749,September,3,2023
2128,2024-07-29 23:14:03.729749,July,3,2024
2129,2023-08-14 23:14:03.729749,August,3,2023
2130,2023-05-01 23:14:03.729749,May,2,2023
2131,2023-02-13 23:14:03.729749,February,1,2023
2132,2023-10-22 23:14:03.729749,October,4,2023
2133,2023-03-18 23:14:03.729749,March,1,2023
2134,2023-08-01 23:14:03.729749,August,3,2023
2135,2023-08-15 23:14:03.729749,August,3,2023
2136,2024-03-11 23:14:03.729749,March,1,2024
2137,2023-10-08 23:14:03.729749,October,4,2023
2138,2023-07-17 23:14:03.729749,July,3,2023
2139,2024-01-14 23:14:03.729749,January,1,2024
2140,2023-09-29 23:14:03.729749,September,3,2023
2141,2024-06-19 23:14:03.729749,June,2,2024
2142,2023-03-20 23:14:03.729749,March,1,2023
2143,2024-08-15 23:14:03.729749,August,3,2024
2144,2023-01-27 23:14:03.729749,January,1,2023
2145,2024-07-05 23:14:03.729749,July,3,2024
2146,2023-03-02 23:14:03.729749,March,1,2023
2147,2024-03-17 23:14:03.729749,March,1,2024
2148,2023-01-07 23:14:03.729749,January,1,2023
2149,2024-09-08 23:14:03.729749,September,3,2024
2150,2024-01-14 23:14:03.729749,January,1,2024
2151,2024-05-04 23:14:03.729749,May,2,2024
2152,2024-04-15 23:14:03.729749,April,2,2024
2153,2023-08-03 23:14:03.729749,August,3,2023
2154,2023-12-01 23:14:03.729749,December,4,2023
2155,2022-10-15 23:14:03.729749,October,4,2022
2156,2023-06-14 23:14:03.729749,June,2,2023
2157,2024-10-01 23:14:03.729749,October,4,2024
2158,2023-12-29 23:14:03.729749,December,4,2023
2159,2022-11-09 23:14:03.729749,November,4,2022
2160,2023-11-08 23:14:03.729749,November,4,2023
2161,2023-10-04 23:14:03.729749,October,4,2023
2162,2023-11-23 23:14:03.729749,November,4,2023
2163,2024-02-02 23:14:03.729749,February,1,2024
2164,2023-04-03 23:14:03.729749,April,2,2023
2165,2022-11-20 23:14:03.729749,November,4,2022
2166,2023-07-21 23:14:03.729749,July,3,2023
2167,2023-02-21 23:14:03.729749,February,1,2023
2168,2023-07-09 23:14:03.729749,July,3,2023
2169,2023-05-28 23:14:03.729749,May,2,2023
2170,2023-05-01 23:14:03.729749,May,2,2023
2171,2024-01-11 23:14:03.729749,January,1,2024
2172,2024-04-21 23:14:03.729749,April,2,2024
2173,2023-06-04 23:14:03.729749,June,2,2023
2174,2023-05-05 23:14:03.729749,May,2,2023
2175,2022-10-14 23:14:03.729749,October,4,2022
2176,2023-06-30 23:14:03.729749,June,2,2023
2177,2024-03-07 23:14:03.729749,March,1,2024
2178,2022-11-02 23:14:03.729749,November,4,2022
2179,2023-08-17 23:14:03.729749,August,3,2023
2180,2022-11-13 23:14:03.729749,November,4,2022
2181,2024-04-05 23:14:03.729749,April,2,2024
2182,2023-05-29 23:14:03.729749,May,2,2023
2183,2023-01-20 23:14:03.729749,January,1,2023
2184,2023-11-30 23:14:03.729749,November,4,2023
2185,2022-12-22 23:14:03.729749,December,4,2022
2186,2023-06-08 23:14:03.729749,June,2,2023
2187,2023-02-14 23:14:03.729749,February,1,2023
2188,2022-11-09 23:14:03.729749,November,4,2022
2189,2024-08-07 23:14:03.729749,August,3,2024
2190,2023-01-25 23:14:03.729749,January,1,2023
2191,2023-02-07 23:14:03.729749,February,1,2023
2192,2023-10-31 23:14:03.729749,October,4,2023
2193,2023-11-09 23:14:03.729749,November,4,2023
2194,2022-11-30 23:14:03.729749,November,4,2022
2195,2023-11-11 23:14:03.729749,November,4,2023
2196,2023-02-28 23:14:03.729749,February,1,2023
2197,2024-08-27 23:14:03.729749,August,3,2024
2198,2023-08-13 23:14:03.729749,August,3,2023
2199,2023-02-14 23:14:03.729749,February,1,2023
2200,2023-11-27 23:14:03.729749,November,4,2023
2201,2024-03-01 23:14:03.729749,March,1,2024
2202,2024-07-05 23:14:03.729749,July,3,2024
2203,2023-06-20 23:14:03.729749,June,2,2023
2204,2024-04-28 23:14:03.729749,April,2,2024
2205,2024-01-19 23:14:03.729749,January,1,2024
2206,2023-07-22 23:14:03.729749,July,3,2023
2207,2022-12-22 23:14:03.729749,December,4,2022
2208,2024-01-12 23:14:03.729749,January,1,2024
2209,2024-04-10 23:14:03.729749,April,2,2024
2210,2023-02-23 23:14:03.729749,February,1,2023
2211,2023-11-21 23:14:03.729749,November,4,2023
2212,2023-02-20 23:14:03.729749,February,1,2023
2213,2023-09-21 23:14:03.729749,September,3,2023
2214,2024-06-23 23:14:03.729749,June,2,2024
2215,2024-09-24 23:14:03.729749,September,3,2024
2216,2023-05-07 23:14:03.729749,May,2,2023
2217,2022-10-27 23:14:03.729749,October,4,2022
2218,2023-08-06 23:14:03.729749,August,3,2023
2219,2023-12-10 23:14:03.729749,December,4,2023
2220,2023-11-03 23:14:03.729749,November,4,2023
2221,2023-08-04 23:14:03.729749,August,3,2023
2222,2022-12-06 23:14:03.729749,December,4,2022
2223,2022-11-12 23:14:03.729749,November,4,2022
2224,2023-04-09 23:14:03.729749,April,2,2023
2225,2023-10-10 23:14:03.729749,October,4,2023
2226,2023-06-23 23:14:03.729749,June,2,2023
2227,2023-08-13 23:14:03.729749,August,3,2023
2228,2024-06-11 23:14:03.729749,June,2,2024
2229,2023-10-30 23:14:03.729749,October,4,2023
2230,2023-09-02 23:14:03.729749,September,3,2023
2231,2023-09-23 23:14:03.729749,September,3,2023
2232,2023-09-16 23:14:03.729749,September,3,2023
2233,2024-04-15 23:14:03.729749,April,2,2024
2234,2023-01-24 23:14:03.729749,January,1,2023
2235,2024-06-30 23:14:03.729749,June,2,2024
2236,2023-05-10 23:14:03.729749,May,2,2023
2237,2023-11-08 23:14:03.729749,November,4,2023
2238,2023-10-02 23:14:03.729749,October,4,2023
2239,2024-04-22 23:14:03.729749,April,2,2024
2240,2024-05-08 23:14:03.729749,May,2,2024
2241,2024-01-29 23:14:03.729749,January,1,2024
2242,2023-05-06 23:14:03.729749,May,2,2023
2243,2022-11-03 23:14:03.729749,November,4,2022
2244,2024-07-24 23:14:03.729749,July,3,2024
2245,2023-11-13 23:14:03.729749,November,4,2023
2246,2024-02-02 23:14:03.729749,February,1,2024
2247,2023-09-27 23:14:03.729749,September,3,2023
2248,2024-03-20 23:14:03.729749,March,1,2024
2249,2023-03-15 23:14:03.729749,March,1,2023
2250,2023-01-22 23:14:03.729749,January,1,2023
2251,2024-08-07 23:14:03.729749,August,3,2024
2252,2024-08-01 23:14:03.729749,August,3,2024
2253,2023-07-24 23:14:03.729749,July,3,2023
2254,2023-08-24 23:14:03.729749,August,3,2023
2255,2023-05-03 23:14:03.729749,May,2,2023
2256,2022-11-30 23:14:03.729749,November,4,2022
2257,2024-06-14 23:14:03.729749,June,2,2024
2258,2023-03-05 23:14:03.729749,March,1,2023
2259,2024-02-04 23:14:03.729749,February,1,2024
2260,2024-03-28 23:14:03.729749,March,1,2024
2261,2023-09-06 23:14:03.729749,September,3,2023
2262,2024-08-11 23:14:03.729749,August,3,2024
2263,2024-07-23 23:14:03.729749,July,3,2024
2264,2023-09-13 23:14:03.729749,September,3,2023
2265,2024-04-13 23:14:03.729749,April,2,2024
2266,2022-12-01 23:14:03.729749,December,4,2022
2267,2023-05-01 23:14:03.729749,May,2,2023
2268,2024-05-09 23:14:03.729749,May,2,2024
2269,2023-07-06 23:14:03.729749,July,3,2023
2270,2023-03-23 23:14:03.729749,March,1,2023
2271,2023-08-09 23:14:03.729749,August,3,2023
2272,2023-07-31 23:14:03.729749,July,3,2023
2273,2023-05-27 23:14:03.729749,May,2,2023
2274,2024-08-05 23:14:03.729749,August,3,2024
2275,2022-12-20 23:14:03.729749,December,4,2022
2276,2023-02-28 23:14:03.729749,February,1,2023
2277,2024-10-10 23:14:03.729749,October,4,2024
2278,2024-04-15 23:14:03.729749,April,2,2024
2279,2023-07-16 23:14:03.729749,July,3,2023
2280,2023-08-08 23:14:03.729749,August,3,2023
2281,2023-04-01 23:14:03.729749,April,2,2023
2282,2024-07-20 23:14:03.729749,July,3,2024
2283,2024-08-11 23:14:03.729749,August,3,2024
2284,2023-12-06 23:14:03.729749,December,4,2023
2285,2024-04-21 23:14:03.729749,April,2,2024
2286,2022-12-12 23:14:03.729749,December,4,2022
2287,2024-08-17 23:14:03.729749,August,3,2024
2288,2024-05-11 23:14:03.729749,May,2,2024
2289,2022-12-24 23:14:03.729749,December,4,2022
2290,2024-02-23 23:14:03.729749,February,1,2024
2291,2023-07-02 23:14:03.729749,July,3,2023
2292,2023-06-01 23:14:03.729749,June,2,2023
2293,2023-10-13 23:14:03.729749,October,4,2023
2294,2023-10-13 23:14:03.729749,October,4,2023
2295,2024-09-13 23:14:03.729749,September,3,2024
2296,2023-10-01 23:14:03.729749,October,4,2023
2297,2022-12-04 23:14:03.729749,December,4,2022
2298,2023-12-21 23:14:03.729749,December,4,2023
2299,2023-07-03 23:14:03.729749,July,3,2023
2300,2023-07-20 23:14:03.729749,July,3,2023
2301,2024-06-25 23:14:03.729749,June,2,2024
2302,2023-06-15 23:14:03.729749,June,2,2023
2303,2024-02-18 23:14:03.729749,February,1,2024
2304,2024-07-23 23:14:03.729749,July,3,2024
2305,2023-09-13 23:14:03.729749,September,3,2023
2306,2022-11-09 23:14:03.729749,November,4,2022
2307,2024-01-08 23:14:03.729749,January,1,2024
2308,2023-11-17 23:14:03.729749,November,4,2023
2309,2023-02-18 23:14:03.729749,February,1,2023
2310,2023-02-17 23:14:03.729749,February,1,2023
2311,2023-08-19 23:14:03.729749,August,3,2023
2312,2023-03-15 23:14:03.729749,March,1,2023
2313,2023-06-14 23:14:03.729749,June,2,2023
2314,2023-08-02 23:14:03.729749,August,3,2023
2315,2024-05-06 23:14:03.729749,May,2,2024
2316,2023-12-14 23:14:03.729749,December,4,2023
2317,2024-04-21 23:14:03.729749,April,2,2024
2318,2024-06-26 23:14:03.729749,June,2,2024
2319,2023-01-07 23:14:03.729749,January,1,2023
2320,2023-05-27 23:14:03.729749,May,2,2023
2321,2023-07-22 23:14:03.729749,July,3,2023
2322,2024-05-05 23:14:03.729749,May,2,2024
2323,2024-07-12 23:14:03.729749,July,3,2024
2324,2024-04-27 23:14:03.729749,April,2,2024
2325,2024-06-11 23:14:03.729749,June,2,2024
2326,2024-08-19 23:14:03.729749,August,3,2024
2327,2024-08-12 23:14:03.729749,August,3,2024
2328,2022-10-15 23:14:03.729749,October,4,2022
2329,2023-09-17 23:14:03.729749,September,3,2023
2330,2023-01-09 23:14:03.729749,January,1,2023
2331,2023-08-22 23:14:03.729749,August,3,2023
2332,2023-07-07 23:14:03.729749,July,3,2023
2333,2024-06-04 23:14:03.729749,June,2,2024
2334,2023-09-27 23:14:03.729749,September,3,2023
2335,2024-01-11 23:14:03.729749,January,1,2024
2336,2023-11-01 23:14:03.729749,November,4,2023
2337,2023-07-21 23:14:03.729749,July,3,2023
2338,2024-03-17 23:14:03.729749,March,1,2024
2339,2023-05-08 23:14:03.729749,May,2,2023
2340,2023-02-14 23:14:03.729749,February,1,2023
2341,2023-03-04 23:14:03.729749,March,1,2023
2342,2024-03-05 23:14:03.729749,March,1,2024
2343,2024-05-15 23:14:03.729749,May,2,2024
2344,2023-09-17 23:14:03.729749,September,3,2023
2345,2024-01-12 23:14:03.729749,January,1,2024
2346,2024-04-08 23:14:03.729749,April,2,2024
2347,2023-06-25 23:14:03.729749,June,2,2023
2348,2024-09-16 23:14:03.729749,September,3,2024
2349,2023-12-24 23:14:03.729749,December,4,2023
2350,2024-08-12 23:14:03.729749,August,3,2024
2351,2024-08-22 23:14:03.729749,August,3,2024
2352,2023-01-28 23:14:03.729749,January,1,2023
2353,2023-01-11 23:14:03.729749,January,1,2023
2354,2023-07-16 23:14:03.729749,July,3,2023
2355,2024-04-16 23:14:03.729749,April,2,2024
2356,2022-12-11 23:14:03.729749,December,4,2022
2357,2023-09-19 23:14:03.729749,September,3,2023
2358,2023-06-18 23:14:03.729749,June,2,2023
2359,2023-12-08 23:14:03.729749,December,4,2023
2360,2024-08-21 23:14:03.729749,August,3,2024
2361,2024-03-06 23:14:03.729749,March,1,2024
2362,2024-04-29 23:14:03.729749,April,2,2024
2363,2023-01-16 23:14:03.729749,January,1,2023
2364,2024-09-14 23:14:03.729749,September,3,2024
2365,2023-06-17 23:14:03.729749,June,2,2023
2366,2024-04-17 23:14:03.729749,April,2,2024
2367,2023-04-08 23:14:03.729749,April,2,2023
2368,2024-05-13 23:14:03.729749,May,2,2024
2369,2024-09-28 23:14:03.729749,September,3,2024
2370,2024-05-27 23:14:03.729749,May,2,2024
2371,2024-08-04 23:14:03.729749,August,3,2024
2372,2024-03-07 23:14:03.729749,March,1,2024
2373,2024-09-05 23:14:03.729749,September,3,2024
2374,2024-07-03 23:14:03.729749,July,3,2024
2375,2024-07-30 23:14:03.729749,July,3,2024
2376,2024-04-21 23:14:03.729749,April,2,2024
2377,2024-02-04 23:14:03.729749,February,1,2024
2378,2024-03-15 23:14:03.729749,March,1,2024
2379,2023-10-09 23:14:03.729749,October,4,2023
2380,2024-10-04 23:14:03.729749,October,4,2024
2381,2024-08-01 23:14:03.729749,August,3,2024
2382,2023-04-18 23:14:03.729749,April,2,2023
2383,2024-03-17 23:14:03.729749,March,1,2024
2384,2024-07-21 23:14:03.729749,July,3,2024
2385,2023-12-16 23:14:03.729749,December,4,2023
2386,2023-05-14 23:14:03.729749,May,2,2023
2387,2024-03-04 23:14:03.729749,March,1,2024
2388,2024-07-28 23:14:03.729749,July,3,2024
2389,2023-08-21 23:14:03.729749,August,3,2023
2390,2023-08-25 23:14:03.729749,August,3,2023
2391,2024-08-23 23:14:03.729749,August,3,2024
2392,2023-04-21 23:14:03.729749,April,2,2023
2393,2024-08-11 23:14:03.729749,August,3,2024
2394,2024-06-09 23:14:03.729749,June,2,2024
2395,2024-10-10 23:14:03.729749,October,4,2024
2396,2022-10-28 23:14:03.729749,October,4,2022
2397,2024-04-18 23:14:03.729749,April,2,2024
2398,2023-04-27 23:14:03.729749,April,2,2023
2399,2023-07-18 23:14:03.729749,July,3,2023
2400,2023-01-14 23:14:03.729749,January,1,2023
2401,2023-10-22 23:14:03.729749,October,4,2023
2402,2024-09-23 23:14:03.729749,September,3,2024
2403,2024-01-08 23:14:03.729749,January,1,2024
2404,2024-05-15 23:14:03.729749,May,2,2024
2405,2022-11-03 23:14:03.729749,November,4,2022
2406,2022-12-07 23:14:03.729749,December,4,2022
2407,2024-01-26 23:14:03.729749,January,1,2024
2408,2022-11-19 23:14:03.729749,November,4,2022
2409,2023-07-12 23:14:03.729749,July,3,2023
2410,2023-09-19 23:14:03.729749,September,3,2023
2411,2024-08-03 23:14:03.729749,August,3,2024
2412,2024-08-01 23:14:03.729749,August,3,2024
2413,2023-04-07 23:14:03.729749,April,2,2023
2414,2023-02-21 23:14:03.729749,February,1,2023
2415,2024-08-24 23:14:03.729749,August,3,2024
2416,2023-02-10 23:14:03.729749,February,1,2023
2417,2024-07-01 23:14:03.729749,July,3,2024
2418,2023-06-30 23:14:03.729749,June,2,2023
2419,2023-10-07 23:14:03.729749,October,4,2023
2420,2023-12-15 23:14:03.729749,December,4,2023
2421,2023-03-02 23:14:03.729749,March,1,2023
2422,2024-09-28 23:14:03.729749,September,3,2024
2423,2024-05-18 23:14:03.729749,May,2,2024
2424,2022-11-20 23:14:03.729749,November,4,2022
2425,2023-05-20 23:14:03.729749,May,2,2023
2426,2023-04-11 23:14:03.729749,April,2,2023
2427,2023-01-09 23:14:03.729749,January,1,2023
2428,2024-09-11 23:14:03.729749,September,3,2024
2429,2023-09-23 23:14:03.729749,September,3,2023
2430,2023-05-19 23:14:03.729749,May,2,2023
2431,2023-11-19 23:14:03.729749,November,4,2023
2432,2023-12-12 23:14:03.729749,December,4,2023
2433,2023-01-04 23:14:03.729749,January,1,2023
2434,2024-05-15 23:14:03.729749,May,2,2024
2435,2024-02-22 23:14:03.729749,February,1,2024
2436,2024-07-02 23:14:03.729749,July,3,2024
2437,2022-12-12 23:14:03.729749,December,4,2022
2438,2023-10-25 23:14:03.729749,October,4,2023
2439,2024-03-25 23:14:03.729749,March,1,2024
2440,2022-11-19 23:14:03.729749,November,4,2022
2441,2023-08-03 23:14:03.729749,August,3,2023
2442,2024-05-24 23:14:03.729749,May,2,2024
2443,2024-02-29 23:14:03.729749,February,1,2024
2444,2023-04-28 23:14:03.729749,April,2,2023
2445,2023-12-07 23:14:03.729749,December,4,2023
2446,2022-11-20 23:14:03.729749,November,4,2022
2447,2023-04-28 23:14:03.729749,April,2,2023
2448,2023-02-27 23:14:03.729749,February,1,2023
2449,2023-05-08 23:14:03.729749,May,2,2023
2450,2024-10-06 23:14:03.729749,October,4,2024
2451,2023-04-06 23:14:03.729749,April,2,2023
2452,2022-11-18 23:14:03.729749,November,4,2022
2453,2024-06-23 23:14:03.729749,June,2,2024
2454,2024-05-21 23:14:03.729749,May,2,2024
2455,2024-01-02 23:14:03.729749,January,1,2024
2456,2024-04-10 23:14:03.729749,April,2,2024
2457,2023-11-09 23:14:03.729749,November,4,2023
2458,2023-06-22 23:14:03.729749,June,2,2023
2459,2023-05-25 23:14:03.729749,May,2,2023
2460,2024-10-10 23:14:03.729749,October,4,2024
2461,2024-02-19 23:14:03.729749,February,1,2024
2462,2023-02-06 23:14:03.729749,February,1,2023
2463,2024-07-25 23:14:03.729749,July,3,2024
2464,2023-01-01 23:14:03.729749,January,1,2023
2465,2024-01-21 23:14:03.729749,January,1,2024
2466,2024-06-11 23:14:03.729749,June,2,2024
2467,2023-02-15 23:14:03.729749,February,1,2023
2468,2023-07-03 23:14:03.729749,July,3,2023
2469,2023-02-09 23:14:03.729749,February,1,2023
2470,2024-07-12 23:14:03.729749,July,3,2024
2471,2023-08-30 23:14:03.729749,August,3,2023
2472,2024-07-31 23:14:03.729749,July,3,2024
2473,2023-05-24 23:14:03.729749,May,2,2023
2474,2023-05-21 23:14:03.729749,May,2,2023
2475,2023-08-09 23:14:03.729749,August,3,2023
2476,2024-03-01 23:14:03.729749,March,1,2024
2477,2023-01-18 23:14:03.729749,January,1,2023
2478,2024-01-15 23:14:03.729749,January,1,2024
2479,2023-01-28 23:14:03.729749,January,1,2023
2480,2023-12-07 23:14:03.729749,December,4,2023
2481,2024-01-04 23:14:03.729749,January,1,2024
2482,2023-02-03 23:14:03.729749,February,1,2023
2483,2023-02-08 23:14:03.729749,February,1,2023
2484,2023-04-04 23:14:03.729749,April,2,2023
2485,2022-12-15 23:14:03.729749,December,4,2022
2486,2023-06-14 23:14:03.729749,June,2,2023
2487,2023-09-14 23:14:03.729749,September,3,2023
2488,2024-04-26 23:14:03.729749,April,2,2024
2489,2024-03-10 23:14:03.729749,March,1,2024
2490,2023-08-27 23:14:03.729749,August,3,2023
2491,2023-09-06 23:14:03.729749,September,3,2023
2492,2023-04-22 23:14:03.729749,April,2,2023
2493,2023-05-03 23:14:03.729749,May,2,2023
2494,2023-04-22 23:14:03.729749,April,2,2023
2495,2024-04-17 23:14:03.729749,April,2,2024
2496,2023-11-08 23:14:03.729749,November,4,2023
2497,2023-08-13 23:14:03.729749,August,3,2023
2498,2023-03-10 23:14:03.729749,March,1,2023
2499,2024-09-04 23:14:03.729749,September,3,2024
2500,2023-09-03 23:14:03.729749,September,3,2023
2501,2023-03-17 23:14:03.729749,March,1,2023
2502,2023-09-13 23:14:03.729749,September,3,2023
2503,2023-10-08 23:14:03.729749,October,4,2023
2504,2023-11-05 23:14:03.729749,November,4,2023
2505,2023-05-14 23:14:03.729749,May,2,2023
2506,2023-10-12 23:14:03.729749,October,4,2023
2507,2024-06-11 23:14:03.729749,June,2,2024
2508,2024-09-30 23:14:03.729749,September,3,2024
2509,2023-03-06 23:14:03.729749,March,1,2023
2510,2024-02-02 23:14:03.729749,February,1,2024
2511,2024-01-26 23:14:03.729749,January,1,2024
2512,2023-02-09 23:14:03.729749,February,1,2023
2513,2024-03-31 23:14:03.729749,March,1,2024
2514,2024-03-18 23:14:03.729749,March,1,2024
2515,2023-07-23 23:14:03.729749,July,3,2023
2516,2024-09-06 23:14:03.729749,September,3,2024
2517,2022-11-10 23:14:03.729749,November,4,2022
2518,2024-03-22 23:14:03.729749,March,1,2024
2519,2023-10-29 23:14:03.729749,October,4,2023
